0226302679 (cloth : alk. paper) 		Latin American macroeconomic reforms : the second stage / edited by José Antonio González ... [et al.]. 		Chicago : University of Chicago Press, 2003. 	Central Library, Floors 4 or 5: Books		HG660.5 .L38 2003	HG  6605           L 38   2003			2
058537449X 		Improved crop quality of nutrient management [electronic resource] / edited by D. Anac and P. Martin-Prével. 		Dordrecht ; Boston : Kluwer Academic Publishers, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=39506	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585374635 (electronic bk.) : 	Øhrstrøm, Peter. 	Temporal logic [electronic resource] : from ancient ideas to artificial intelligence / by Peter Øhrstrøm and Per F.V. Hasle. 		Dordrecht ; Boston : Kluwer Academic Publishers, c1995. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=39579	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585374732 	Seifert, Jaroslav, 1901- 	Mozart in Prague [electronic resource] : thirteen rondels = Mozart v Praze : trináct rondels / Jaroslav Seifert. 	Bilingual ed. with translation from the Czech / by Paul Jagasich and Tom O'Grady. 	Iowa City, Iowa : Spirit That Moves Us Press, 1985. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=34445	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585376220 	Bognár, Desi K. (Desi Kégl) 	International dictionary of broadcasting and film [electronic resource] / Desi K. Bognár. 	2nd ed. 	Boston : Focal Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=34172	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
058537628X 	Delany, Samuel R. 	Flight from Nevèrÿon [electronic resource] / Samuel R. Delany. 		Hanover, N.H. : Wesleyan University Press : University Press of New England, c1994. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=45293	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585377456 	Herman, József. 	Vulgar Latin [electronic resource] / József Herman ; translated by Roger Wright. 		University Park, Pa. : Pennsylvania State University Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=52283	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585377553 	Kalmar, Tomás Mario, 1942- 	Illegal alphabets and adult biliteracy [electronic resource] : Latino migrants crossing the linguistic divide / Tomás Mario Kalmar. 		Mahwah, N.J. : L. Erlbaum Associates, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=54945	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585377642 (electronic bk.) : 	Tikhanov, Galin. 	Master and the slave [electronic resource] : Lukács, Bakhtin, and the ideas of their time / Galin Tihanov. 		Oxford : Clarendon, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=56520	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585378118 	Deák, István. 	Lawful revolution [electronic resource] : Louis Kossuth and the Hungarians, 1848-1849 / István Deák. 		New York : Columbia University Press, 1979. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=48367	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585380333 	Albro, Ward S. 	Always a rebel [electronic resource] : Ricardo Flores Magón and the Mexican Revolution / by Ward S. Albro. 		Fort Worth : Texas Christian University Press, c1992. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=47854	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585380910 	Dávila, Arlene M., 1965- 	Sponsored identities [electronic resource] : cultural politics in Puerto Rico / Arlene M. Dávila. 		Philadelphia, Pa. : Temple University Press, c1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=51331	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585380929 (electronic bk.) : 	Peña, Manuel H., 1942- 	Música tejana [electronic resource] : the cultural economy of artistic transformation / Manuel Peña. 		College Station : Texas A & M University Press, c1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=52281	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585381097 	Itzigsohn, José, 1960- 	Developing poverty [electronic resource] : the state, labor market deregulation, and the informal economy in Costa Rica and the Dominican Republic / José Itzigsohn. 		University Park : Pennsylvania State University Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=52077	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585381232 (electronic bk.) : 		Women, poverty, and demographic change [electronic resource] / edited by Brígida García. 		Oxford [England] ; New York : Oxford University Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=56461	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585381518 (electronic bk.) : 		Serotonin in antipsychotic treatment [electronic resource] : mechanisms and clinical practice / edited by John M. Kane, H.-J. Möller, Frans Awouters. 		New York : M. Dekker, c1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=34748	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585381682 		Neuropsychology and the Hispanic patient [electronic resource] : a clinical handbook / edited by Marcel O. Pontón, José León-Carrión. 		Mahwah, N.J. : L. Erlbaum, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=60999	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585381763 	Kao, Ming, fl. 1345. 	Lute [electronic resource] : Kao Ming's Pì-pà chi / translated by Jean Mulligan. 		New York : Columbia University Press, 1980. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=48341	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585382115 	Cros, Edmond. 	Theory and practice of sociocriticism [electronic resource] / Edmond Cros ; translation by Jerome Schwartz ; foreword by Jürgen Link and Ursula Link-Heer. 		Minneapolis : University of Minnesota Press, c1988. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=55906	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585382379 (electronic bk.) : 	Buendia Sierra, José Luis. 	Exclusive rights and state monopolies under EC law [electronic resource] : Article 86 (formerly Article 90) of the EC Treaty / by José Luis Buendia Sierra ; translated from the Spanish by Andrew Read. 		Oxford ; New York : Oxford University Press, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=56510	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585382573 		Path dependence and creation [electronic resource] / edited by Raghu Garud, Peter Karnøe. 		Mahwah, N.J. : Lawrence Erlbaum Associates, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=60439	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585382700 (electronic bk.) : 		Modern chromatographic analysis of vitamins [electronic resource] / edited by André P. De Leenheer, Willy E. Lambert, Jan F. Van Bocxlaer. 	3rd ed., rev. and expanded. 	New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=44651	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585383014 	Wade, Nicholas. 	Purkinje's vision [electronic resource] : the dawning of neuroscience / by Nicholas J. Wade and Josef Brozek, in collaboration with Jirí Hoskovec. 		Mahwah, N.J. : Lawrence Erlbaum, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=61004	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585383146 		Dragon millennium [electronic resource] : Chinese business in the coming world economy / edited by Frank-Jürgen Richter. 		Westport, Conn. : Quorum, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=62770	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585383537 (electronic bk.) : 		Environmental impact on the airways [electronic resource] : from injury to repair / edited by Jacques Chrétien, Daniel Dusser. 		New York : Marcel Dekker, c1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=42521	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
058538438X (electronic bk.) : 		Nonionic surfactants [electronic resource] : alkyl polyglucosides / edited by Dieter Balzer, Harald Lüders. 		New York : Marcel Dekker, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=47469	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585386218 	Cixous, Hélène, 1937- 	Reading with Clarice Lispector [electronic resource] / Hélène Cixous ; edited, translated, and introduced by Verena Andermatt Conley. 		Minneapolis : University of Minnesota Press, c1990. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=55883	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
058538746X (electronic bk.) : 	Würsig, Bernd G. 	Marine mammals of the Gulf of Mexico [electronic resource] / Bernd Würsig, Thomas A. Jefferson, David J. Schmidly ; cetacean paintings by Larry Foster. 	1st ed. 	College Station, Tex. : Texas A & M University Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=49244	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585387478 	Gastfriend, Edward, 1926- 	My father's testament [electronic resource] : memoir of a Jewish teenager, 1938-1945 / Edward Gastfriend ; edited with an afterword by Björn Krondorfer. 		Philadelphia : Temple University Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=51147	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585387656 (electronic bk.) : 		Oral drug absorption [electronic resource] : prediction and assessment / edited by Jennifer B. Dressman, Hans Lennernäs. 		New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=44824	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585387923 (electronic bk.) : 	Väth, Martin, 1967- 	Volterra and integral equations of vector functions [electronic resource] / Martin Väth. 		New York : M. Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=43861	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585388571 (electronic bk.) : 		Fine ceramic fibers [electronic resource] / edited by Anthony R. Bunsell, Marie-Hélène Berger. 		New York : Marcel Dekker, c1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=39780	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585388725 (electronic bk.) : 	Vélez, María Teresa, 1952- 	Drumming for the gods [electronic resource] : the life and times of Felipe García Villamil, santero, palero, and abakuá / María Teresa Vélez. 		Philadelphia : Temple University Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=51120	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585388997 (electronic bk.) : 	O'Shea, Elena Zamora. 	El mesquite [electronic resource] : a story of the early Spanish settlements between the Nueces and the Rio Grande, as told by "la posta del palo alto" / Elena Zamora O'Shea ; with new introductions by Andrés Tijerina & Leticia M. Garza-Falcón. 		College Station : Texas A & M University Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=48780	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585389365 (electronic bk.) : 	Mbembé, J.-A., 1957- 	On the postcolony [electronic resource] / Achille Mbembe. 		Berkeley : University of California Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=65751	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585389632 (electronic bk.) : 	Poznyak, Alexander S. 	Self-learning control of finite Markov chains [electronic resource] / A.S. Poznyak, K. Najim, E. Gómez-Ramirez. 		New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=43857	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585389780 (electronic bk.) : 	Appell, Jürgen. 	Partial integral operators and integro-differential equations [electronic resource] / Jürgen M. Appell, Anatolij S. Kalitvin, Petr P. Zabrejko. 		New York : M. Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=44796	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
0585390177 (electronic bk.) : 	Tywoniak, Frances Esquibel, 1931- 	Migrant daughter [electronic resource] : coming of age as a Mexican American woman / Frances Esquibel Tywoniak and Mario T. García. 		Berkeley, Calif. : University of California Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=66102	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
058539024X (electronic bk.) : 	Spector, Scott, 1959- 	Prague territories [electronic resource] : national conflict and cultural innovation in Franz Kafka's fin de siècle / Scott Spector. 		Berkeley, CA : University of California Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=66101	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	4
058539122X 	Ganim, Asàd. 	Palestinian-Arab minority in Israel, 1948-2000 [electronic resource] : a political study / Asàd Ghanem. 		Albany : State University of New York Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=65828	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	2
0585391459 (electronic bk.) 		Succeeding in an academic career [electronic resource] : a guide for faculty of color / edited by Mildred García ; foreword by Yolanda Moses. 		Westport, Conn. : Greenwood Press, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63754	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585391939 (electronic bk.) 		Progestins and antiprogestins in clinical practice [electronic resource] / edited by Régine Sitruk-Ware, Daniel R. Mishell, Jr. 		New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=28539	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585391971 (electronic bk.) 		Statistics for the 21st century [electronic resource] : methodologies for applications of the future / edited by C.R. Rao., Gábor J. Székely and Alfréd Rényi Institute of Mathematics, Hungarian Academy of Sciences, Budapest Hungary. 		New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=42722	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392250 (electronic bk.) 	Fuhrhop, Jürgen-Hinrich. 	Molecular and supramolecular chemistry of natural products and their model compounds [electronic resource] / Jürgen-Hinrich Fuhrhop, Claus Endisch. 		New York : Marcel Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=43800	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392390 (electronic bk.) 		Computational methods in surface and colloid science [electronic resource] / edited by Malgorzata Borówko. 		New York : Marcel Dekker, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=43112	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392870 (electronic bk.) 		Children's language. Vol. 10, Developing narrative and discourse competence [electronic resource] / edited by Keith E. Nelson, Ayhan Aksu-Koç, Carolyn E. Johnson. 		Mahwah, N.J. ; London : Lawrence Erlbaum, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=56536	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392927 (electronic bk.) 	Habermas, Jèurgen. 	Liberating power of symbols [electronic resource] : philosophical essays / Jèurgen Habermas ; translated by Peter Dews. 	1st MIT Press ed. 	Cambridge, Mass. : MIT Press, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=61092	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392943 (electronic bk.) 	Habermas, Jürgen. 	Postnational constellation [electronic resource] : political essays / Jürgen Habermas ; translated, edited, and with an introduction by Max Pensky. 	1st MIT Press ed. 	Cambridge, Mass. ; London : MIT Press, 2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=61101	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585392951 	Faugeras, Olivier, 1949- 	Geometry of multiple images [electronic resource] : the laws that govern the formation of multiple images of a scene and some of their applications / Olivier Faugeras, Quang-Tuan Luong ; with contributions from Théo Papadopoulo. 		Cambridge, Mass. ; London : MIT Press, c2001. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=61109	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393311 (electronic bk.) 		Antivirals against aids [electronic resource] / edited by Ronald E. Unger, Jörg Kreuter, Helga Rübsamen-Waigmann. 		New York : Marcel Dekker, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=47755	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393354 (electronic bk.) 	Fernández-Morera, Darío. 	American academia and the survival of Marxist ideas [electronic resource] / Darío Fernández-Morera. 		Westport, Conn : Praeger, 1996. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63528	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393494 (electronic bk.) 		Block copolymers [electronic resource] / edited by Francisco J. Baltá Calleja, Zbigniew Roslaniec. 		New York : Marcel Dekker, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=44866	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393532 (electronic bk.) 		Blood-brain barrier and drug delivery to the CNS [electronic resource] / edited by David J. Begley, Michael W. Bradbury, Jörg Kreuter. 		New York : Dekker, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=46847	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393583 (electronic bk.) 	Podgórecki, Adam. 	Higher faculties [electronic resource] : a cross-national study of university culture / Adam Podgórecki. 		Westport, Conn : Praeger, 1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63650	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585393656 		Problems and prospects in European education [electronic resource] / edited by Elizabeth Sherman Swing, Jürgen Schriewer, and François Orivel. 		Westport, Conn. : Praeger, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63752	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585394873 (electronic bk.) 	Hunt, Earl B. 	Précis of thoughts on thought [electronic resource] / Earl Hunt. 		Mahwah, N.J. : Lawrence Erlbaum, 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=66754	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585394946 (electronic bk.) 		Pharmaceutical enzymes [electronic resource] / edited by Albert Lauwers, Simon Scharpé. 		New York : Marcel Dekker, c1997. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=42620	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585395462 (electronic bk.) 	Söderbaum, Peter, 1937- 	Ecological economics [electronic resource] : a political economics approach to environment and development / Peter Söderbaum. 		London : Earthscan, 2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63162	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585395691 		Reclaiming identity [electronic resource] : realist theory and the predicament of postmodernism / edited by Paula M.L. Moya and Michael R. Hames-García. 		Berkeley, Calif. : University of California Press, c2000. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=66097	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585395829 (electronic bk.) 	Olve, Nils Göran, 1947- 	Balanced scorecard [electronic resource] / Nils Göran Olve and Anna Sjöstrand. 		Oxford, U.K. : Capstone Pub., 2002. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=66813	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
0585399212 (electronic bk.) 		Business networks in Asia [electronic resource] : promises, doubts, and perspectives / edited by Frank-Jürgen Richter. 		Westport, Conn. : Quorum Books, 1999. 	Internet Electronic Resource		Web Access	WEB ACCESS	http://continuum.uta.edu:2048/login?url=http://www.netLibrary.com/urlapi.asp?action=summary&v=1&bookid=63083	In netLibrary Collection <img src="http://pulse.uta.edu/images/offcampPulse.gif" border="0" width="115" height="17" />	3
